Property_Type,Bed,Bath,Parking,Postcode,Suburb,Price
Apartment/House,1,1,1,2000,SYDNEY,840.0
Apartment/House,2,1,1,2000,SYDNEY,1080.0
Apartment/House,2,2,1,2000,SYDNEY,1040.0
Apartment/House,2,2,0,2000,SYDNEY,990.0
Apartment/House,1,1,1,2000,SYDNEY,980.0
Studio,0,1,0,2000,SYDNEY,740.0
Apartment/House,2,2,1,2000,SYDNEY,1490.0
Apartment/House,2,1,1,2000,SYDNEY,1210.0
Apartment/House,1,1,0,2000,SYDNEY,720.0
Apartment/House,2,2,0,2000,SYDNEY,1820.0
Apartment/House,2,2,0,2000,SYDNEY,1650.0
Apartment/House,1,1,0,2000,SYDNEY,720.0
Apartment/House,1,1,0,2000,SYDNEY,580.0
Studio,0,1,0,2000,SYDNEY,830.0
Apartment/House,2,2,1,2000,SYDNEY,1980.0
Apartment/House,1,1,0,2000,SYDNEY,1490.0
Apartment/House,2,2,1,2000,SYDNEY,1490.0
Apartment/House,1,1,0,2000,SYDNEY,830.0
Apartment/House,1,1,1,2000,SYDNEY,910.0
Apartment/House,1,1,0,2000,SYDNEY,1380.0
Apartment/House,1,1,0,2000,SYDNEY,830.0
Apartment/House,2,2,1,2000,SYDNEY,1100.0
Apartment/House,3,2,1,2000,SYDNEY,1980.0
Apartment/House,3,3,2,2000,SYDNEY,2360.0
Apartment/House,2,2,1,2000,SYDNEY,1640.0
Apartment/House,3,3,2,2000,SYDNEY,1870.0
Apartment/House,2,2,0,2000,SYDNEY,1090.0
Apartment/House,3,3,1,2000,SYDNEY,1820.0
Apartment/House,1,1,0,2000,SYDNEY,880.0
Apartment/House,1,1,0,2000,SYDNEY,770.0
Apartment/House,2,2,1,2000,SYDNEY,1430.0
Apartment/House,2,2,1,2000,SYDNEY,1320.0
Apartment/House,1,1,0,2000,SYDNEY,720.0
Apartment/House,2,2,1,2000,SYDNEY,1820.0
Apartment/House,1,1,0,2000,SYDNEY,740.0
Apartment/House,2,2,1,2000,SYDNEY,1890.0
Apartment/House,1,2,0,2000,SYDNEY,1210.0
Apartment/House,3,2,1,2000,SYDNEY,2420.0
Apartment/House,2,2,2,2000,SYDNEY,1540.0
Apartment/House,1,1,0,2000,SYDNEY,990.0
Apartment/House,2,2,1,2000,SYDNEY,1040.0
Apartment/House,1,1,1,2000,SYDNEY,1430.0
Apartment/House,2,2,1,2000,SYDNEY,1650.0
Apartment/House,1,1,0,2000,SYDNEY,790.0
Apartment/House,1,1,0,2000,SYDNEY,990.0
Apartment/House,2,2,1,2000,SYDNEY,1430.0
Apartment/House,3,2,1,2000,SYDNEY,2040.0
Apartment/House,1,1,0,2000,SYDNEY,1010.0
Apartment/House,1,1,0,2000,SYDNEY,1160.0
Apartment/House,4,2,0,2000,SYDNEY,1650.0
Apartment/House,1,1,0,2000,SYDNEY,860.0
Apartment/House,1,1,0,2000,SYDNEY,750.0
Apartment/House,1,1,0,2000,SYDNEY,870.0
Apartment/House,3,2,2,2000,SYDNEY,2090.0
Apartment/House,1,1,0,2000,SYDNEY,1040.0
Apartment/House,1,1,1,2000,SYDNEY,990.0
Apartment/House,1,1,0,2000,SYDNEY,800.0
Apartment/House,2,2,1,2000,SYDNEY,1380.0
Apartment/House,2,2,1,2000,SYDNEY,1260.0
Apartment/House,1,1,0,2000,SYDNEY,660.0
Apartment/House,2,2,1,2000,SYDNEY,1490.0
Apartment/House,1,1,0,2000,SYDNEY,940.0
Apartment/House,1,1,1,2000,SYDNEY,970.0
Apartment/House,1,1,0,2000,SYDNEY,830.0
Apartment/House,3,2,1,2000,SYDNEY,1760.0
Apartment/House,1,1,0,2000,SYDNEY,730.0
Apartment/House,2,2,1,2000,SYDNEY,1650.0
Apartment/House,1,1,0,2000,SYDNEY,830.0
Apartment/House,1,1,1,2000,SYDNEY,1090.0
Apartment/House,1,1,0,2000,SYDNEY,850.0
Apartment/House,1,1,0,2000,SYDNEY,910.0
Apartment/House,2,2,0,2000,SYDNEY,2420.0
Apartment/House,1,1,0,2000,SYDNEY,870.0
Apartment/House,3,2,2,2000,SYDNEY,2090.0
Apartment/House,2,1,0,2000,SYDNEY,1100.0
Apartment/House,2,2,0,2000,SYDNEY,1490.0
Apartment/House,2,2,2,2000,SYDNEY,1210.0
Apartment/House,2,1,0,2000,SYDNEY,1260.0
Apartment/House,1,1,0,2000,SYDNEY,830.0
Apartment/House,1,1,0,2000,SYDNEY,700.0
Apartment/House,1,1,1,2000,SYDNEY,1980.0
Apartment/House,2,2,1,2000,SYDNEY,1430.0
Apartment/House,1,1,0,2000,SYDNEY,1260.0
Apartment/House,1,1,0,2000,SYDNEY,830.0
Apartment/House,2,2,1,2000,SYDNEY,2310.0
Apartment/House,3,2,1,2000,SYDNEY,1540.0
Apartment/House,2,2,1,2000,SYDNEY,1730.0
Apartment/House,1,1,0,2000,SYDNEY,1130.0
Apartment/House,2,1,0,2000,SYDNEY,1040.0
Apartment/House,2,2,1,2000,SYDNEY,1650.0
Apartment/House,2,2,0,2000,SYDNEY,1430.0
Apartment/House,2,2,1,2000,SYDNEY,1790.0
Apartment/House,2,2,0,2000,SYDNEY,2090.0
Apartment/House,2,2,1,2000,SYDNEY,1320.0
Apartment/House,2,2,0,2000,SYDNEY,1490.0
Apartment/House,1,1,1,2000,SYDNEY,880.0
Apartment/House,2,2,0,2000,SYDNEY,1430.0
Apartment/House,2,2,1,2000,SYDNEY,1380.0
Apartment/House,2,2,1,2000,SYDNEY,1430.0
Apartment/House,3,2,2,2000,SYDNEY,2420.0
Apartment/House,2,2,1,2000,SYDNEY,1710.0
Apartment/House,1,1,0,2000,SYDNEY,660.0
Apartment/House,1,1,1,2000,SYDNEY,1040.0
Apartment/House,1,1,0,2000,SYDNEY,940.0
Apartment/House,1,1,0,2000,SYDNEY,940.0
Apartment/House,2,2,1,2000,SYDNEY,1620.0
Apartment/House,2,2,1,2000,SYDNEY,1210.0
Studio,0,1,0,2000,SYDNEY,720.0
Apartment/House,1,1,0,2000,SYDNEY,830.0
Apartment/House,1,1,0,2000,SYDNEY,880.0
Apartment/House,1,1,0,2000,SYDNEY,940.0
Apartment/House,1,1,1,2000,SYDNEY,840.0
Apartment/House,2,2,1,2000,SYDNEY,2420.0
Apartment/House,2,2,0,2000,SYDNEY,1260.0
Studio,0,1,0,2000,SYDNEY,730.0
Studio,0,1,0,2000,SYDNEY,650.0
Studio,0,1,0,2000,SYDNEY,580.0
Studio,0,1,0,2000,SYDNEY,660.0
Studio,0,1,0,2000,SYDNEY,500.0
Apartment/House,3,2,2,2000,SYDNEY,2040.0
Apartment/House,1,1,0,2000,SYDNEY,680.0
Apartment/House,1,1,0,2000,SYDNEY,750.0
Apartment/House,3,2,2,2000,SYDNEY,2310.0
Studio,0,1,0,2000,SYDNEY,660.0
Apartment/House,1,1,0,2000,SYDNEY,940.0
Apartment/House,1,1,0,2000,SYDNEY,720.0
Apartment/House,2,2,1,2000,SYDNEY,1260.0
Apartment/House,1,1,1,2000,SYDNEY,830.0
Apartment/House,1,1,1,2000,SYDNEY,1380.0
Apartment/House,1,1,0,2000,SYDNEY,660.0
Apartment/House,1,1,0,2000,SYDNEY,830.0
Apartment/House,1,1,0,2000,SYDNEY,770.0
Apartment/House,1,1,0,2000,SYDNEY,740.0
Apartment/House,2,2,0,2000,SYDNEY,1490.0
Apartment/House,2,2,1,2000,SYDNEY,2040.0
Apartment/House,2,2,2,2000,SYDNEY,1650.0
Apartment/House,2,2,0,2000,SYDNEY,1540.0
Apartment/House,2,2,1,2000,SYDNEY,2200.0
Apartment/House,1,1,1,2000,SYDNEY,1160.0
Apartment/House,1,1,1,2000,SYDNEY,830.0
Apartment/House,2,2,1,2000,SYDNEY,2090.0
Apartment/House,1,1,1,2000,SYDNEY,1320.0
Apartment/House,1,1,1,2000,SYDNEY,1260.0
Apartment/House,1,1,0,2000,SYDNEY,830.0
Apartment/House,3,2,2,2000,SYDNEY,2420.0
Apartment/House,3,2,1,2000,SYDNEY,1540.0
Apartment/House,2,2,1,2000,SYDNEY,2180.0
Apartment/House,1,1,0,2000,SYDNEY,910.0
Apartment/House,2,2,1,2000,SYDNEY,1080.0
Apartment/House,2,2,1,2000,SYDNEY,1100.0
Apartment/House,2,2,0,2000,SYDNEY,1490.0
Apartment/House,2,2,1,2000,SYDNEY,1120.0
Apartment/House,1,1,0,2000,SYDNEY,990.0
Apartment/House,2,2,2,2000,SYDNEY,1740.0
Apartment/House,1,1,0,2000,SYDNEY,830.0
Apartment/House,1,1,0,2000,SYDNEY,800.0
Apartment/House,1,1,1,2000,SYDNEY,880.0
Apartment/House,2,1,1,2000,SYDNEY,1710.0
Studio,0,1,0,2000,SYDNEY,600.0
Apartment/House,1,1,0,2000,SYDNEY,660.0
Apartment/House,1,1,1,2000,SYDNEY,830.0
Apartment/House,1,1,1,2000,SYDNEY,770.0
Apartment/House,1,1,0,2000,SYDNEY,600.0
Apartment/House,2,2,1,2000,SYDNEY,1650.0
Apartment/House,1,1,0,2000,SYDNEY,750.0
Apartment/House,1,1,0,2000,SYDNEY,750.0
Apartment/House,1,1,0,2000,SYDNEY,720.0
Apartment/House,1,1,0,2000,SYDNEY,720.0
Apartment/House,1,1,1,2000,SYDNEY,830.0
Apartment/House,1,1,0,2000,SYDNEY,1100.0
Apartment/House,1,1,1,2000,SYDNEY,830.0
Apartment/House,1,1,0,2000,SYDNEY,900.0
Apartment/House,2,2,0,2000,SYDNEY,1490.0
Apartment/House,3,2,1,2000,SYDNEY,2200.0
Apartment/House,2,2,1,2000,SYDNEY,1320.0
Apartment/House,1,1,0,2000,SYDNEY,830.0
Apartment/House,2,2,0,2000,SYDNEY,1100.0
Apartment/House,2,2,0,2000,SYDNEY,1210.0
Apartment/House,1,1,0,2000,SYDNEY,770.0
Apartment/House,1,1,0,2000,SYDNEY,940.0
Apartment/House,1,1,1,2000,SYDNEY,940.0
Apartment/House,1,1,1,2000,SYDNEY,990.0
Apartment/House,1,1,0,2000,SYDNEY,750.0
Apartment/House,1,1,0,2000,SYDNEY,1040.0
Apartment/House,1,1,1,2000,SYDNEY,1010.0
Apartment/House,2,2,0,2000,SYDNEY,1540.0
Apartment/House,3,2,2,2000,SYDNEY,1760.0
Apartment/House,1,1,0,2000,SYDNEY,830.0
Studio,0,1,0,2000,SYDNEY,640.0
Apartment/House,2,2,1,2000,SYDNEY,1980.0
Apartment/House,1,1,0,2000,SYDNEY,830.0
Apartment/House,1,1,0,2000,SYDNEY,830.0
Apartment/House,1,1,0,2000,SYDNEY,1040.0
Apartment/House,1,1,0,2000,SYDNEY,1040.0
Apartment/House,2,2,1,2000,SYDNEY,1100.0
Apartment/House,2,2,1,2000,SYDNEY,1210.0
Apartment/House,3,2,1,2000,SYDNEY,1860.0
Apartment/House,1,1,0,2000,SYDNEY,1080.0
Apartment/House,2,2,1,2000,SYDNEY,1540.0
Apartment/House,2,2,1,2000,SYDNEY,1490.0
Apartment/House,1,1,0,2000,SYDNEY,280.0
Studio,0,1,0,2000,SYDNEY,660.0
Apartment/House,2,1,1,2000,SYDNEY,1260.0
Apartment/House,2,2,1,2000,SYDNEY,1320.0
Apartment/House,3,2,1,2000,SYDNEY,1710.0
Apartment/House,1,1,1,2000,SYDNEY,860.0
Apartment/House,1,1,0,2000,SYDNEY,830.0
Apartment/House,2,1,0,2000,SYDNEY,1540.0
Apartment/House,2,2,1,2000,SYDNEY,1540.0
Apartment/House,2,2,1,2000,SYDNEY,1260.0
Apartment/House,2,2,1,2000,SYDNEY,1260.0
Apartment/House,2,2,0,2000,SYDNEY,1310.0
Apartment/House,2,2,1,2000,SYDNEY,1980.0
Apartment/House,1,1,1,2000,SYDNEY,790.0
Apartment/House,1,1,0,2000,SYDNEY,830.0
Apartment/House,1,1,0,2000,SYDNEY,1100.0
Apartment/House,2,2,1,2000,SYDNEY,1820.0
Apartment/House,2,2,1,2000,SYDNEY,1630.0
Apartment/House,2,2,0,2000,SYDNEY,1650.0
Apartment/House,1,1,1,2000,SYDNEY,830.0
Apartment/House,1,1,0,2000,SYDNEY,960.0
Apartment/House,3,2,2,2000,SYDNEY,1750.0
Apartment/House,1,1,0,2000,SYDNEY,880.0
Apartment/House,1,1,0,2000,SYDNEY,830.0
Apartment/House,3,2,1,2000,SYDNEY,1650.0
Apartment/House,1,1,1,2000,SYDNEY,720.0
Apartment/House,3,2,1,2000,SYDNEY,1650.0
Apartment/House,2,2,1,2000,SYDNEY,1710.0
Apartment/House,2,1,1,2000,SYDNEY,1260.0
Apartment/House,2,1,0,2000,SYDNEY,1380.0
Apartment/House,2,2,1,2000,SYDNEY,1820.0
Apartment/House,2,1,0,2000,SYDNEY,990.0
Apartment/House,2,2,1,2000,SYDNEY,1760.0
Apartment/House,1,1,0,2000,SYDNEY,1100.0
Apartment/House,1,1,0,2000,SYDNEY,750.0
Apartment/House,2,1,0,2000,SYDNEY,1130.0
Apartment/House,2,2,1,2000,SYDNEY,2140.0
Apartment/House,2,2,1,2000,SYDNEY,1100.0
Apartment/House,1,1,0,2000,SYDNEY,1210.0
Apartment/House,3,2,1,2000,SYDNEY,1650.0
Apartment/House,2,2,0,2000,SYDNEY,1260.0
Apartment/House,1,1,0,2000,SYDNEY,1320.0
Studio,0,1,1,2000,SYDNEY,790.0
Apartment/House,1,1,0,2000,SYDNEY,770.0
Apartment/House,3,2,1,2000,SYDNEY,2180.0
Apartment/House,2,2,1,2000,SYDNEY,1980.0
Apartment/House,2,2,0,2000,SYDNEY,1540.0
Apartment/House,1,1,1,2000,SYDNEY,900.0
Apartment/House,1,1,0,2000,SYDNEY,720.0
Apartment/House,1,1,0,2000,SYDNEY,1210.0
Apartment/House,1,1,0,2000,SYDNEY,940.0
Apartment/House,1,1,0,2000,SYDNEY,830.0
Apartment/House,2,1,0,2000,SYDNEY,990.0
Apartment/House,2,1,0,2000,SYDNEY,1540.0
Apartment/House,1,1,0,2000,SYDNEY,1710.0
Apartment/House,1,1,0,2000,SYDNEY,1100.0
Studio,0,1,0,2000,SYDNEY,650.0
Apartment/House,2,2,0,2000,SYDNEY,1430.0
Apartment/House,3,2,1,2000,SYDNEY,1870.0
Apartment/House,1,1,0,2000,SYDNEY,940.0
Studio,0,1,0,2000,SYDNEY,770.0
Apartment/House,1,1,0,2000,SYDNEY,990.0
Apartment/House,1,1,0,2000,SYDNEY,990.0
Apartment/House,1,1,0,2000,SYDNEY,850.0
Apartment/House,1,1,0,2000,SYDNEY,990.0
Apartment/House,1,1,1,2000,SYDNEY,1320.0
Apartment/House,1,1,0,2000,SYDNEY,990.0
Apartment/House,1,1,0,2000,SYDNEY,990.0
Apartment/House,1,1,0,2000,SYDNEY,990.0
Apartment/House,1,1,0,2000,SYDNEY,880.0
Apartment/House,2,2,1,2000,SYDNEY,1210.0
Apartment/House,1,1,0,2000,SYDNEY,880.0
Apartment/House,1,1,0,2000,SYDNEY,990.0
Apartment/House,1,1,0,2000,SYDNEY,990.0
Apartment/House,3,2,1,2000,SYDNEY,1630.0
Apartment/House,2,1,0,2000,SYDNEY,880.0
Apartment/House,2,2,1,2000,SYDNEY,1320.0
Apartment/House,1,1,0,2000,SYDNEY,600.0
Apartment/House,1,1,0,2000,SYDNEY,770.0
Apartment/House,2,2,1,2000,SYDNEY,1430.0
Apartment/House,1,1,0,2000,SYDNEY,900.0
Apartment/House,2,2,1,2000,SYDNEY,1540.0
Apartment/House,1,1,0,2000,SYDNEY,990.0
Apartment/House,1,1,0,2000,SYDNEY,1040.0
Studio,0,1,1,2000,SYDNEY,1900.0
Apartment/House,1,1,1,2007_2010_2011,WOOLLOOMOOLOO,1070.0
Apartment/House,1,1,1,2007_2010_2011,POTTS POINT,910.0
Apartment/House,1,1,0,2007_2010_2011,POTTS POINT,720.0
Apartment/House,1,1,1,2009,PYRMONT,770.0
Apartment/House,1,1,0,2007_2010_2011,WOOLLOOMOOLOO,830.0
Apartment/House,1,1,0,2007_2010_2011,WOOLLOOMOOLOO,830.0
Apartment/House,1,1,0,2007_2010_2011,DARLINGHURST,820.0
Apartment/House,2,1,1,2007_2010_2011,ULTIMO,860.0
Studio,0,1,0,2007_2010_2011,SURRY HILLS,500.0
Apartment/House,3,3,1,2007_2010_2011,POTTS POINT,2310.0
Apartment/House,2,2,1,2009,PYRMONT,1320.0
Apartment/House,1,1,0,2007_2010_2011,ELIZABETH BAY,690.0
Apartment/House,2,2,1,2007_2010_2011,POTTS POINT,1490.0
Apartment/House,1,1,0,2007_2010_2011,SURRY HILLS,800.0
Studio,0,1,0,2007_2010_2011,ELIZABETH BAY,510.0
Apartment/House,2,1,0,2007_2010_2011,ELIZABETH BAY,770.0
Apartment/House,1,1,0,2007_2010_2011,ULTIMO,720.0
Apartment/House,2,1,0,2007_2010_2011,POTTS POINT,1210.0
Apartment/House,2,2,1,2000,BARANGAROO,2310.0
Apartment/House,1,1,1,2000,HAYMARKET,1320.0
Studio,0,1,0,2009,PYRMONT,770.0
Apartment/House,3,2,1,2007_2010_2011,ULTIMO,1380.0
Apartment/House,1,1,0,2007_2010_2011,POTTS POINT,500.0
Apartment/House,1,1,0,2007_2010_2011,ULTIMO,530.0
Apartment/House,2,1,2,2007_2010_2011,POTTS POINT,940.0
Apartment/House,2,1,1,2007_2010_2011,SURRY HILLS,1100.0
Apartment/House,2,1,0,2007_2010_2011,POTTS POINT,1260.0
Apartment/House,3,2,1,2007_2010_2011,RUSHCUTTERS BAY,1210.0
Apartment/House,1,1,0,2007_2010_2011,DARLINGHURST,480.0
Apartment/House,1,1,1,2007_2010_2011,SURRY HILLS,830.0
Studio,0,1,1,2007_2010_2011,SURRY HILLS,500.0
Apartment/House,3,2,2,2009,PYRMONT,1490.0
Apartment/House,1,1,0,2007_2010_2011,DARLINGHURST,690.0
Apartment/House,1,1,0,2007_2010_2011,ELIZABETH BAY,550.0
Studio,0,1,0,2007_2010_2011,DARLINGHURST,440.0
Studio,0,1,0,2007_2010_2011,POTTS POINT,550.0
Apartment/House,1,1,0,2007_2010_2011,SURRY HILLS,880.0
Studio,0,1,0,2007_2010_2011,RUSHCUTTERS BAY,600.0
Apartment/House,2,2,1,2007_2010_2011,SURRY HILLS,1540.0
Apartment/House,1,1,0,2007_2010_2011,ULTIMO,720.0
Apartment/House,1,1,0,2007_2010_2011,ULTIMO,680.0
Apartment/House,2,2,2,2007_2010_2011,SURRY HILLS,1260.0
Apartment/House,3,2,1,2007_2010_2011,ELIZABETH BAY,2310.0
Studio,0,1,0,2007_2010_2011,ELIZABETH BAY,470.0
Apartment/House,4,1,0,2000,MILLERS POINT,1620.0
Apartment/House,1,1,0,2000,HAYMARKET,1260.0
Studio,0,1,0,2007_2010_2011,POTTS POINT,510.0
Apartment/House,3,2,1,2007_2010_2011,ULTIMO,1320.0
Apartment/House,1,1,0,2007_2010_2011,WOOLLOOMOOLOO,800.0
Apartment/House,1,1,0,2007_2010_2011,ULTIMO,760.0
Apartment/House,1,1,0,2007_2010_2011,ULTIMO,900.0
Apartment/House,1,1,0,2000,HAYMARKET,900.0
Apartment/House,1,1,1,2007_2010_2011,DARLINGHURST,880.0
Apartment/House,2,1,1,2007_2010_2011,ULTIMO,870.0
Apartment/House,1,1,0,2007_2010_2011,SURRY HILLS,720.0
Apartment/House,2,1,0,2007_2010_2011,SURRY HILLS,870.0
Apartment/House,1,1,0,2007_2010_2011,RUSHCUTTERS BAY,550.0
Apartment/House,4,2,0,2007_2010_2011,SURRY HILLS,1430.0
Apartment/House,2,2,1,2009,PYRMONT,990.0
Apartment/House,4,2,0,2007_2010_2011,SURRY HILLS,1430.0
Apartment/House,1,1,0,2007_2010_2011,SURRY HILLS,830.0
Apartment/House,1,1,1,2007_2010_2011,SURRY HILLS,830.0
Apartment/House,2,2,2,2007_2010_2011,ELIZABETH BAY,1870.0
Apartment/House,1,1,0,2007_2010_2011,SURRY HILLS,640.0
Apartment/House,1,1,0,2007_2010_2011,ELIZABETH BAY,600.0
Apartment/House,2,2,2,2007_2010_2011,RUSHCUTTERS BAY,1600.0
Apartment/House,1,1,0,2007_2010_2011,DARLINGHURST,410.0
Apartment/House,1,1,0,2007_2010_2011,WOOLLOOMOOLOO,850.0
Apartment/House,1,1,0,2007_2010_2011,DARLINGHURST,720.0
Apartment/House,1,1,0,2007_2010_2011,POTTS POINT,600.0
Apartment/House,2,2,1,2007_2010_2011,DARLINGHURST,1210.0
Apartment/House,1,1,0,2007_2010_2011,POTTS POINT,720.0
Apartment/House,1,1,0,2007_2010_2011,ELIZABETH BAY,660.0
Apartment/House,1,1,1,2007_2010_2011,ELIZABETH BAY,970.0
Apartment/House,3,2,2,2007_2010_2011,ULTIMO,1820.0
Apartment/House,1,1,1,2000,HAYMARKET,1010.0
Apartment/House,3,2,2,2009,PYRMONT,2180.0
Apartment/House,2,2,1,2009,PYRMONT,1040.0
Apartment/House,1,1,0,2007_2010_2011,RUSHCUTTERS BAY,630.0
Apartment/House,2,2,1,2009,PYRMONT,990.0
Apartment/House,1,1,0,2007_2010_2011,POTTS POINT,720.0
Apartment/House,2,1,1,2007_2010_2011,RUSHCUTTERS BAY,1260.0
Apartment/House,2,2,1,2007_2010_2011,POTTS POINT,1430.0
Apartment/House,1,1,0,2007_2010_2011,POTTS POINT,440.0
Apartment/House,2,2,1,2009,PYRMONT,990.0
Studio,0,1,0,2007_2010_2011,POTTS POINT,690.0
Apartment/House,1,1,0,2007_2010_2011,SURRY HILLS,720.0
Apartment/House,2,2,1,2009,PYRMONT,910.0
Apartment/House,1,1,0,2007_2010_2011,SURRY HILLS,830.0
Apartment/House,1,1,0,2007_2010_2011,WOOLLOOMOOLOO,800.0
Apartment/House,1,1,0,2007_2010_2011,RUSHCUTTERS BAY,750.0
Apartment/House,2,1,0,2007_2010_2011,DARLINGHURST,990.0
Apartment/House,1,1,0,2007_2010_2011,DARLINGHURST,720.0
Apartment/House,1,1,0,2007_2010_2011,DARLINGHURST,720.0
Apartment/House,2,2,1,2007_2010_2011,WOOLLOOMOOLOO,1760.0
Apartment/House,3,1,1,2007_2010_2011,SURRY HILLS,1430.0
Apartment/House,2,2,2,2009,PYRMONT,980.0
Apartment/House,2,2,2,2007_2010_2011,ELIZABETH BAY,1090.0
Apartment/House,1,1,0,2007_2010_2011,ELIZABETH BAY,580.0
Apartment/House,3,2,2,2007_2010_2011,SURRY HILLS,1320.0
Apartment/House,2,2,0,2007_2010_2011,WOOLLOOMOOLOO,1540.0
Apartment/House,1,1,0,2007_2010_2011,SURRY HILLS,550.0
Apartment/House,3,2,2,2009,PYRMONT,1930.0
Apartment/House,3,2,1,2007_2010_2011,SURRY HILLS,1320.0
Apartment/House,2,1,1,2007_2010_2011,RUSHCUTTERS BAY,1020.0
Apartment/House,2,2,0,2007_2010_2011,SURRY HILLS,840.0
Apartment/House,1,1,0,2007_2010_2011,RUSHCUTTERS BAY,550.0
Apartment/House,2,1,0,2007_2010_2011,POTTS POINT,720.0
Studio,0,1,0,2007_2010_2011,SURRY HILLS,680.0
Apartment/House,2,1,0,2007_2010_2011,DARLINGHURST,830.0
Studio,0,1,0,2007_2010_2011,POTTS POINT,600.0
Apartment/House,2,2,1,2000,THE ROCKS,1820.0
Apartment/House,1,1,1,2009,PYRMONT,860.0
Apartment/House,3,2,1,2007_2010_2011,DARLINGHURST,1540.0
Studio,0,1,1,2007_2010_2011,POTTS POINT,750.0
Apartment/House,2,2,1,2007_2010_2011,ULTIMO,1210.0
Studio,0,1,0,2007_2010_2011,POTTS POINT,500.0
Apartment/House,1,1,0,2007_2010_2011,DARLINGHURST,680.0
Apartment/House,2,2,0,2007_2010_2011,ULTIMO,1260.0
Apartment/House,1,1,1,2007_2010_2011,DARLINGHURST,650.0
Studio,0,1,0,2007_2010_2011,POTTS POINT,760.0
Apartment/House,2,1,1,2009,PYRMONT,940.0
Apartment/House,1,1,0,2007_2010_2011,RUSHCUTTERS BAY,960.0
Apartment/House,2,2,1,2009,PYRMONT,1200.0
Apartment/House,2,1,1,2000,HAYMARKET,1200.0
Apartment/House,3,2,2,2007_2010_2011,POTTS POINT,2140.0
Apartment/House,1,1,1,2007_2010_2011,SURRY HILLS,800.0
Apartment/House,2,2,1,2009,PYRMONT,880.0
Apartment/House,2,1,1,2007_2010_2011,POTTS POINT,1650.0
